sortedformula,icsdnum,energyperatom,reduced_composition
B1Ba1Pd4,247264.0,-3.85854308333,B1Ba1Pd4
B1Ba1S4Sb1,248221.0,-5.10489507143,B1Ba1S4Sb1
B1Ba2Cl17Zr6,203141.0,-5.06810319231,B1Ba2Cl17Zr6
B1Ba2Cl1N2,418947.0,-6.23984865278,B1Ba2Cl1N2
B1Be2,108027.0,-4.69606433333,B1Be2
B1Be4,25535.0,-4.3618888,B1Be4
B1Bi1,184569.0,-4.5593485000000005,B1Bi1
B1Br1Mg2N2,261620.0,-5.767522916669999,B1Br1Mg2N2
B1Br1N2Sr2,261795.0,-6.13047333333,B1Br1N2Sr2
B1Br20K8Zr6,165310.0,-4.08435557143,B1Br20K8Zr6
B1Br2Cl3N1P1,412556.0,-4.28935171875,B1Br2Cl3N1P1
B1Br3,173374.0,-3.422845625,B1Br3
B1Br3I3P1,411438.0,-3.0189241875,B1Br3I3P1
B1Br3P4S3,165186.0,-4.44028104545,B1Br3P4S3
B1Br6Y4,402661.0,-5.01064752273,B1Br6Y4
B1C1Ca3Cl2N1,33850.0,-5.59739725,B1C1Ca3Cl2N1
B1C1Cl2N1Sr3,74914.0,-5.44400115625,B1C1Cl2N1Sr3
B1C1Mo2,43318.0,-7.837062375,B1C1Mo2
B1C1Ni1Y1,85283.0,-6.7397065000000005,B1C1Ni1Y1
B1C4Cu1N4,414557.0,-7.5855625,B1C4Cu1N4
B1Ca1N1Ni1,262509.0,-6.051749375,B1Ca1N1Ni1
B1Ca1Ni4,36504.0,-4.17729766667,B1Ca1Ni4
B1Ca2Cl1N2,50844.0,-6.38838741667,B1Ca2Cl1N2
B1Ca2F1N2,50842.0,-6.761073112916668,B1Ca2F1N2
B1Ca3N3,95814.0,-6.46543757143,B1Ca3N3
B1Cl1,421891.0,-4.90534358333,B1Cl1
B1Cl12Sc7,201975.0,-5.0265974,B1Cl12Sc7
B1Cl14Zr6,202916.0,-5.18883357143,B1Cl14Zr6
B1Cl1F6,68277.0,-4.2059065246875,B1Cl1F6
B1Cl1N2Sr2,50845.0,-6.23758775,B1Cl1N2Sr2
B1Cl3,27869.0,-4.0257735,B1Cl3
B1Cl6Sc4,201977.0,-5.21151636364,B1Cl6Sc4
B1Co1,30450.0,-5.95077475,B1Co1
B1Co14Y2,613426.0,-5.04444832353,B1Co14Y2
B1Co1Mo1,42894.0,-6.5442050000000025,B1Co1Mo1
B1Co1W1,613390.0,-7.32723075,B1Co1W1
B1Co2,30447.0,-5.51873916667,B1Co2
B1Co2Fe1,603579.0,-5.5558008125,B1Co2Fe1
B1Co3,612865.0,-5.250075125,B1Co3
B1Co4Y1,51272.0,-5.30643266667,B1Co4Y1
B1Cr1,613463.0,-7.12197225,B1Cr1
B1Cr2,76127.0,-6.633903666669999,B1Cr2
B1Cr5Si3,613552.0,-6.614033333330001,B1Cr5Si3
B1Cu1Ir1,75029.0,-5.09900791667,B1Cu1Ir1
B1Cu1S2,156413.0,-4.6417575,B1Cu1S2
B1Cu1Se2,613591.0,-4.092591875,B1Cu1Se2
B1F1N2Sr2,50843.0,-6.595145412916668,B1F1N2Sr2
B1F22K3Na4Si3,160430.0,-5.29849959030303,B1F22K3Na4Si3
B1F3,24783.0,-5.8693039115625,B1F3
B1F4In1,50218.0,-5.380132299166667,B1F4In1
B1F4K1,22260.0,-5.571317120833334,B1F4K1
B1F4Li1,171375.0,-5.652659579444442,B1F4Li1
B1F4Na1,30349.0,-5.534738459166667,B1F4Na1
B1F4Rb1,21083.0,-5.553537402083332,B1F4Rb1
B1F7S1,10337.0,-4.8518717705555545,B1F7S1
B1F7Sn2,15263.0,-5.3340051645000015,B1F7Sn2
B1F8N1,68017.0,-4.402798902,B1F8N1
B1F9Sn3,15264.0,-5.2313923725,B1F9Sn3
B1Fe1,613898.0,-6.51668425,B1Fe1
B1Fe1Nb1,20298.0,-6.80828355556,B1Fe1Nb1
B1Fe2,160792.0,-6.18395416667,B1Fe2
B1Fe2Ni1,614129.0,-5.71886175,B1Fe2Ni1
B1Fe3,613903.0,-6.2762238125,B1Fe3
B1Fe5Si2,614184.0,-6.0963509375,B1Fe5Si2
B1Ga8Ir4,79085.0,-4.636457769230001,B1Ga8Ir4
B1Ge2Nb5,614401.0,-6.726510625,B1Ge2Nb5
B1Ge2Ti6,181165.0,-6.07389188889,B1Ge2Ti6
B1Ge3Nb5,614400.0,-6.759265333330001,B1Ge3Nb5
B1Ge3V5,614407.0,-6.18856461111,B1Ge3V5
B1I1N2Sr2,50598.0,-5.99822083333,B1I1N2Sr2
B1I3,28328.0,-2.8753445,B1I3
B1I3P4S3,165187.0,-4.2576580681800005,B1I3P4S3
B1In1Sc3,44421.0,-5.346457,B1In1Sc3
B1Ir1Li1,75028.0,-5.36758366667,B1Ir1Li1
B1Ir1Mg1,409979.0,-5.192522,B1Ir1Mg1
B1Ir1Pd1,75030.0,-5.45588316667,B1Ir1Pd1
B1Ir2Zn2,71643.0,-4.52521783333,B1Ir2Zn2
B1Ir3Sc1,44423.0,-6.580272999999999,B1Ir3Sc1
B1Ir6Zr2,421246.0,-6.969116555560001,B1Ir6Zr2
B1K2Na1P2,300133.0,-3.90130991667,B1K2Na1P2
B1K3P2,300104.0,-3.86941458333,B1K3P2
B1K3S3,411607.0,-4.24354307143,B1K3S3
B1Li1,153291.0,-4.401977,B1Li1
B1Li1Pt3,68091.0,-4.3982678,B1Li1Pt3
B1Li1S3Sr1,380105.0,-5.035181625,B1Li1S3Sr1
B1Li2Pd3,246447.0,-3.657461,B1Li2Pd3
B1Li2Pt3,84932.0,-4.15201716667,B1Li2Pt3
B1Li3N2,155129.0,-5.673813125,B1Li3N2
B1Li3S3,380104.0,-4.58180071429,B1Li3S3
B1Mg3N3,79623.0,-6.07068492857,B1Mg3N3
B1Mg8Pt4,245121.0,-3.264467,B1Mg8Pt4
B1Mg8Rh4,249110.0,-3.2681405384599995,B1Mg8Rh4
B1Mn1,614742.0,-6.996476625,B1Mn1
B1Mn2,614745.0,-6.857660333330001,B1Mn2
B1Mo1,614808.0,-7.487733500000001,B1Mo1
B1Mo2,24278.0,-7.411879666669999,B1Mo2
B1Mo4Zr9,614862.0,-6.9487923571399985,B1Mo4Zr9
B1N1,167799.0,-8.7832235,B1N1
B1N2Na3,68619.0,-5.0488815,B1N2Na3
B1Na1Pt3,68092.0,-4.2503908,B1Na1Pt3
B1Na3P2,300124.0,-3.91252420833,B1Na3P2
B1Na3S3,411608.0,-4.241785,B1Na3S3
B1Nb1,42953.0,-7.628181,B1Nb1
B1Nb1Ni1,614909.0,-6.33555666667,B1Nb1Ni1
B1Nb5Si3,614916.0,-7.14358138889,B1Nb5Si3
B1Ni1,26937.0,-5.44877575,B1Ni1
B1Ni2,30448.0,-4.966139,B1Ni2
B1Ni3,24306.0,-4.672609,B1Ni3
B1Ni4Y1,16515.0,-4.90806991667,B1Ni4Y1
B1Ni6Si2,615005.0,-4.89753133333,B1Ni6Si2
B1P1,181291.0,-6.4587155,B1P1
B1P1S4,24618.0,-5.0777295,B1P1S4
B1P2Rb3,402084.0,-3.7834215,B1P2Rb3
B1Pb1Sc3,167915.0,-5.6394965999999975,B1Pb1Sc3
B1Pd2,10487.0,-4.41878733333,B1Pd2
B1Pd3,43514.0,-4.0850470625,B1Pd3
B1Pd4Sr1,247263.0,-3.86425725,B1Pd4Sr1
B1Pt1,24363.0,-5.098625,B1Pt1
B1Pt2Y1,156946.0,-5.853936333330001,B1Pt2Y1
B1Rb1S3,73084.0,-4.72711005,B1Rb1S3
B1Rb1Se3,411343.0,-4.177781,B1Rb1Se3
B1Rb3S3,411609.0,-4.17476632143,B1Rb3S3
B1Rh1,150732.0,-5.93797275,B1Rh1
B1Rh2,24699.0,-5.32392425,B1Rh2
B1Rh3Sc1,44561.0,-5.7561472,B1Rh3Sc1
B1Rh3Y1,44568.0,-5.831349,B1Rh3Y1
B1Rh6Sn4,77353.0,-4.95554395455,B1Rh6Sn4
B1Rh6Ti2,415337.0,-5.56938422222,B1Rh6Ti2
B1Sb1,184571.0,-5.037422,B1Sb1
B1Sc3Sn1,167913.0,-5.781318,B1Sc3Sn1
B1Si2Ti6,181164.0,-6.28497455556,B1Si2Ti6
B1Ti1,24701.0,-6.918076625,B1Ti1
B1V1,615658.0,-7.16408775,B1V1
B1W1,615685.0,-8.509152125,B1W1
B1W2,24279.0,-8.912139166669999,B1W2
B1W4Zr9,615705.0,-7.61049367857,B1W4Zr9
B1Zr1,44605.0,-7.009435000000001,B1Zr1
B20Na3,407159.0,-6.04598017391,B20Na3
B20Ni21Zn2,261930.0,-5.256519534880001,B20Ni21Zn2
B24C1Mg2,416341.0,-6.537322925930001,B24C1Mg2
B29Na2,410920.0,-6.339244161290001,B29Na2
B2Ba1F8,240991.0,-5.988865589090909,B2Ba1F8
B2Ba1Ir2,612532.0,-5.9542366,B2Ba1Ir2
B2Ba1Ni2,612536.0,-4.35826675,B2Ba1Ni2
B2Ba1Rh2,8155.0,-5.2918518,B2Ba1Rh2
B2Ba1S4,412516.0,-5.5323032857099985,B2Ba1S4
B2Ba1Se6,411967.0,-4.60316311111,B2Ba1Se6
B2Ba3N4,412663.0,-6.82872152778,B2Ba3N4
B2Be1Ir5Mg2,612551.0,-5.54369905,B2Be1Ir5Mg2
B2C1Ni2Y1,89142.0,-6.3749575,B2C1Ni2Y1
B2C1Rh2Y1,150157.0,-6.73286783333,B2C1Rh2Y1
B2Ca1Ir2,49738.0,-6.1448581,B2Ca1Ir2
B2Ca1Rh2,49737.0,-5.4285543,B2Ca1Rh2
B2Ca1Rh3,66767.0,-5.399446833330001,B2Ca1Rh3
B2Ca1S4,97970.0,-5.439261333330001,B2Ca1S4
B2Ca3Ni7,36505.0,-4.0719455,B2Ca3Ni7
B2Cd1F8,170450.0,-5.351326041931818,B2Cd1F8
B2Cl2P1,63208.0,-4.9710116125,B2Cl2P1
B2Co1Ir5Mg2,613129.0,-5.53018005,B2Co1Ir5Mg2
B2Co1Mo2,613166.0,-6.9471246,B2Co1Mo2
B2Co1Nb1,41893.0,-6.831792375,B2Co1Nb1
B2Co1W2,16776.0,-7.8575134,B2Co1W2
B2Co2Y1,602345.0,-6.0670096,B2Co2Y1
B2Co3Sc1,44179.0,-5.82910983333,B2Co3Sc1
B2Co3Y1,659053.0,-5.80785,B2Co3Y1
B2Co3Zr1,44191.0,-6.092686166669999,B2Co3Zr1
B2Co5P1,613222.0,-5.5548361875,B2Co5P1
B2Co5Ti3,20140.0,-5.78484655,B2Co5Ti3
B2Cr1,44194.0,-7.088214999999999,B2Cr1
B2Cr1Ir5Mg2,613516.0,-5.76307755,B2Cr1Ir5Mg2
B2Cr1Nb2,613529.0,-7.4070135,B2Cr1Nb2
B2Cr1Rh5Sc2,51435.0,-5.9811479000000025,B2Cr1Rh5Sc2
B2Cr2Ir1,601518.0,-6.9798003,B2Cr2Ir1
B2Cr5P1,613539.0,-7.03890925,B2Cr5P1
B2Cu1Ir5Mg2,613589.0,-5.2176214000000005,B2Cu1Ir5Mg2
B2Fe1,613892.0,-6.514931666669999,B2Fe1
B2Fe1Ir5Mg2,613990.0,-5.7073981,B2Fe1Ir5Mg2
B2Fe1Ir5Sc2,85631.0,-6.68841405,B2Fe1Ir5Sc2
B2Fe1Mo2,44292.0,-6.6103591,B2Fe1Mo2
B2Fe1Nb2,614047.0,-7.286626400000001,B2Fe1Nb2
B2Fe1Rh5Sc2,51437.0,-5.8356472,B2Fe1Rh5Sc2
B2Fe1Rh5Ti2,380367.0,-5.8065619,B2Fe1Rh5Ti2
B2Fe1W2,43016.0,-8.051498200000001,B2Fe1W2
B2Fe2Y1,614264.0,-6.3217672,B2Fe2Y1
B2Fe5P1,614140.0,-6.326599,B2Fe5P1
B2Fe5Si1,614183.0,-6.3020933125,B2Fe5Si1
B2Ga1Ir5Mg2,614301.0,-5.4919881,B2Ga1Ir5Mg2
B2Ga1Rh5Sc2,51438.0,-5.7386570999999975,B2Ga1Rh5Sc2
B2Ge1Ir5Mg2,614395.0,-5.62263085,B2Ge1Ir5Mg2
B2Ge1Mg2Rh5,51432.0,-4.96784775,B2Ge1Mg2Rh5
B2Ir1Mo2,23786.0,-7.16743645,B2Ir1Mo2
B2Ir1V2,601555.0,-6.94230885,B2Ir1V2
B2Ir2Sr1,8154.0,-6.0196849000000014,B2Ir2Sr1
B2Ir2Y1,40621.0,-6.8938759,B2Ir2Y1
B2Ir2Zn1,71642.0,-5.6256504000000005,B2Ir2Zn1
B2Ir3Sc1,614561.0,-6.693373166669999,B2Ir3Sc1
B2Ir3Y1,614578.0,-6.784827666669999,B2Ir3Y1
B2Ir5Mg2Mn1,614533.0,-5.80200295,B2Ir5Mg2Mn1
B2Ir5Mg2Ni1,614534.0,-5.38845385,B2Ir5Mg2Ni1
B2Ir5Mg2Si1,69487.0,-5.8044071,B2Ir5Mg2Si1
B2Ir5Mg2Ti1,614537.0,-5.7998972,B2Ir5Mg2Ti1
B2Ir5Mg2V1,614538.0,-5.77011855,B2Ir5Mg2V1
B2Ir5Mg2Zn1,614539.0,-5.23532815,B2Ir5Mg2Zn1
B2Ir5Sc2Si1,85629.0,-6.7153439,B2Ir5Sc2Si1
B2Ir5Sc2V1,85630.0,-6.73972285,B2Ir5Sc2V1
B2Ir6Sn5,78984.0,-5.612158923080001,B2Ir6Sn5
B2K2S7,401097.0,-4.70173727273,B2K2S7
B2K2Se7,401099.0,-4.15122627273,B2K2Se7
B2Li2Rh3,417442.0,-4.84834785714,B2Li2Rh3
B2Li2S5,401723.0,-4.9218267777800015,B2Li2S5
B2Li2Se5,411410.0,-4.36161411111,B2Li2Se5
B2Mg1,94257.0,-5.1166480000000005,B2Mg1
B2Mg1Ni3,156018.0,-4.703365,B2Mg1Ni3
B2Mn1,43664.0,-6.426117,B2Mn1
B2Mn1Mo2,614755.0,-7.3922938999999985,B2Mn1Mo2
B2Mn1Rh5Sc2,51436.0,-6.0520719000000005,B2Mn1Rh5Sc2
B2Mn1W2,44449.0,-8.2329647,B2Mn1W2
B2Mn5P1,109111.0,-6.8996071875,B2Mn5P1
B2Mn5Si1,614772.0,-6.8208774375,B2Mn5Si1
B2Mo1,39554.0,-7.3020085,B2Mo1
B2Mo2Nb1,614821.0,-7.425202799999999,B2Mo2Nb1
B2Mo2Ni1,614823.0,-6.8025132,B2Mo2Ni1
B2Mo2Ru1,601573.0,-7.12834295,B2Mo2Ru1
B2Mo3,614800.0,-7.42453,B2Mo3
B2Mo5Si1,614840.0,-7.314036375,B2Mo5Si1
B2Na2S5,401724.0,-4.77068219444,B2Na2S5
B2Na2Se7,401098.0,-4.09418440909,B2Na2Se7
B2Nb1,614908.0,-7.45554133333,B2Nb1
B2Nb3,107319.0,-7.5318781,B2Nb3
B2Nb3Ru5,423469.0,-6.8861320999999975,B2Nb3Ru5
B2Ni13Y3,615074.0,-4.6820975,B2Ni13Y3
B2Ni1W2,615069.0,-7.702366199999997,B2Ni1W2
B2Ni2Sr1,615019.0,-4.4620086,B2Ni2Sr1
B2Ni2Y1,615079.0,-5.7595488,B2Ni2Y1
B2Ni3Zn1,261932.0,-4.57733325,B2Ni3Zn1
B2Ni7Y3,615073.0,-5.019232375,B2Ni7Y3
B2Pb2S5,15730.0,-5.096809597219999,B2Pb2S5
B2Pd5,43513.0,-4.2176025714300005,B2Pd5
B2Pd7Y1,260147.0,-4.2784891,B2Pd7Y1
B2Rb2Se7,411469.0,-4.13515963636,B2Rb2Se7
B2Rh2Sr1,8153.0,-5.3099499,B2Rh2Sr1
B2Rh3Y1,615340.0,-6.025273833330001,B2Rh3Y1
B2Rh5Sc3,51434.0,-5.9309782,B2Rh5Sc3
B2Rh6Sn5,77352.0,-5.05357592308,B2Rh6Sn5
B2Ru1,31871.0,-6.6926645,B2Ru1
B2Ru1Y1,615399.0,-6.697181625,B2Ru1Y1
B2Ru3Y1,44581.0,-6.510553666669999,B2Ru3Y1
B2S3,653676.0,-5.58134635,B2S3
B2S4Sr1,71594.0,-5.46004767857,B2S4Sr1
B2S6Sr3,412879.0,-5.325458590909999,B2S6Sr3
B2Sc1,615420.0,-6.92495233333,B2Sc1
B2Si1V5,44490.0,-6.773416875,B2Si1V5
B2Ti1,30330.0,-7.306224666669999,B2Ti1
B2V1,615667.0,-7.1525240000000005,B2V1
B2V3,88317.0,-6.9771056,B2V3
B2W1,615700.0,-8.00348125,B2W1
B2Y1,44602.0,-6.749568333330001,B2Y1
B2Zr1,615765.0,-7.585382666669999,B2Zr1
B3Ba1Li1S6,82353.0,-5.35032472727,B3Ba1Li1S6
B3Ba4N6Na1,401210.0,-6.60307471429,B3Ba4N6Na1
B3C1Nb3,411622.0,-7.86230135714,B3C1Nb3
B3C2Nb4,411623.0,-8.0338125,B3C2Nb4
B3Ca4Li1N6,400339.0,-6.85915071429,B3Ca4Li1N6
B3Co1Mo3,613173.0,-7.109644285710001,B3Co1Mo3
B3Co1V1,44188.0,-6.688529300000001,B3Co1V1
B3Co1W3,25753.0,-8.05792942857,B3Co1W3
B3Co7Y2,656888.0,-5.58188429167,B3Co7Y2
B3Cr2,601350.0,-7.0967394,B3Cr2
B3Cr5,41932.0,-7.001334875,B3Cr5
B3Ge2Ni8,54011.0,-4.854839961540001,B3Ge2Ni8
B3Ir4Zn1,71640.0,-5.9165915625,B3Ir4Zn1
B3Ir7Sn4,78985.0,-5.84355625,B3Ir7Sn4
B3Ir7Zn5,107494.0,-4.41348286667,B3Ir7Zn5
B3Li1N6Sr4,402173.0,-6.70472364286,B3Li1N6Sr4
B3Li1S6Sr1,79616.0,-5.3086745,B3Li1S6Sr1
B3Mg1Ni7,167133.0,-4.63719156818,B3Mg1Ni7
B3Mo1,167734.0,-7.145634875,B3Mo1
B3Mo3Ni1,614824.0,-7.00295564286,B3Mo3Ni1
B3N6Na1Sr4,92577.0,-6.63019464286,B3N6Na1Sr4
B3Ni1W3,615070.0,-7.94120792857,B3Ni1W3
B3Ni4,150561.0,-5.25778071429,B3Ni4
B3Rh7,615290.0,-5.2712427,B3Rh7
B3Rh7Zn5,107495.0,-4.24791633333,B3Rh7Zn5
B3Ru7,44343.0,-6.185435900000001,B3Ru7
B3Si1,412621.0,-6.413817875,B3Si1
B3V2,79258.0,-7.174845,B3V2
B4Ba2Se13,411968.0,-4.55221607895,B4Ba2Se13
B4Ba7S13,170284.0,-5.399773541669999,B4Ba7S13
B4Ba7Se13,411531.0,-4.8528193125,B4Ba7Se13
B4C3Ni4Y3,85282.0,-6.58541942857,B4C3Ni4Y3
B4C4Nb7,411624.0,-8.14343973333,B4C4Nb7
B4C8I19Y16,408701.0,-5.63554704255,B4C8I19Y16
B4Ca2Rh5,66768.0,-5.41133127273,B4Ca2Rh5
B4Ca5Ni15,36506.0,-4.12638677083,B4Ca5Ni15
B4Co11Y3,613408.0,-5.505650611109999,B4Co11Y3
B4Co1Sc1,613278.0,-6.657767,B4Co1Sc1
B4Co2Mo1,44175.0,-6.51785328571,B4Co2Mo1
B4Co4Y1,613410.0,-6.01421855556,B4Co4Y1
B4Cr1,423380.0,-6.8565802,B4Cr1
B4Cr1Y1,16171.0,-7.081254791669999,B4Cr1Y1
B4Cr3,613459.0,-7.10367385714,B4Cr3
B4F9P1,15215.0,-5.728218159642857,B4F9P1
B4Fe1Sc1,614180.0,-6.82527,B4Fe1Sc1
B4Fe2Mo1,44293.0,-6.8171777142900005,B4Fe2Mo1
B4Ga3Pt9,74720.0,-4.6806081875,B4Ga3Pt9
B4In5Ir9,249113.0,-5.46384077778,B4In5Ir9
B4Ir3Sc1,44424.0,-6.761497625,B4Ir3Sc1
B4Ir4Y1,614580.0,-6.77683905556,B4Ir4Y1
B4Li5,23041.0,-3.52330688889,B4Li5
B4Mg1,23460.0,-5.8046132,B4Mg1
B4Mg2Ru5,61039.0,-5.77669677273,B4Mg2Ru5
B4Mn1,15079.0,-6.740409,B4Mn1
B4Mn1Y1,614788.0,-6.9907455,B4Mn1Y1
B4Mn2Mo1,614748.0,-7.132292285710001,B4Mn2Mo1
B4Mn2W1,614782.0,-7.410903999999999,B4Mn2W1
B4Mn3,44446.0,-6.966774000000001,B4Mn3
B4Mo1,167735.0,-7.0461195000000005,B4Mo1
B4Mo1Y1,20081.0,-7.166555291669999,B4Mo1Y1
B4Nb3,76631.0,-7.58135214286,B4Nb3
B4Ni1Sc1,84184.0,-6.45480916667,B4Ni1Sc1
B4Ni1Y1,615085.0,-6.527587625,B4Ni1Y1
B4Rh1Y1,419358.0,-6.671765333330001,B4Rh1Y1
B4Rh4Y1,615346.0,-6.093504833330001,B4Rh4Y1
B4Rh5,86395.0,-5.78020105556,B4Rh5
B4Rh5Sr2,66769.0,-5.297381090909999,B4Rh5Sr2
B4Rh8Zn5,417990.0,-4.44054241176,B4Rh8Zn5
B4Ru1Y1,615400.0,-6.9472348333300005,B4Ru1Y1
B4Ru4Sc1,615364.0,-6.610696666669999,B4Ru4Sc1
B4Ru4Y1,615406.0,-6.660973888890001,B4Ru4Y1
B4Ti3,615598.0,-7.08945914286,B4Ti3
B4V1Y1,615679.0,-7.04233120833,B4V1Y1
B4V3,615659.0,-7.1786951428600005,B4V3
B4W1,43193.0,-7.07091165,B4W1
B4W1Y1,615702.0,-7.51127633333,B4W1Y1
B4Y1,54729.0,-6.9930338,B4Y1
B5I1Mg8N10,413907.0,-6.4049235625,B5I1Mg8N10
B5Mo2,157530.0,-7.06801385714,B5Mo2
B5Na3Pt9,68093.0,-4.55053861765,B5Na3Pt9
B5Pd14Y2,97372.0,-4.480203690480001,B5Pd14Y2
B5W2,20326.0,-7.61008642857,B5W2
B6Ba1,51495.0,-6.41771328571,B6Ba1
B6Ba1Ni12,100287.0,-4.82809194737,B6Ba1Ni12
B6Ba2Ni9,100288.0,-4.8224604411800005,B6Ba2Ni9
B6C3Nb7,411625.0,-7.96123,B6C3Nb7
B6Ca1,612689.0,-6.42761385714,B6Ca1
B6Ca1Ni12,36507.0,-4.88269005263,B6Ca1Ni12
B6Ca3Rh8,66770.0,-5.41449088235,B6Ca3Rh8
B6Co21Cr2,108033.0,-5.38505727586,B6Co21Cr2
B6Co21Mo2,108036.0,-5.38562872414,B6Co21Mo2
B6Co21Sb2,44178.0,-5.160346517240001,B6Co21Sb2
B6Co21Sn2,109110.0,-5.15123541379,B6Co21Sn2
B6Co21W2,613389.0,-5.55800186207,B6Co21W2
B6Co21Zr2,44192.0,-5.42811237931,B6Co21Zr2
B6Co23,419735.0,-5.219797344830001,B6Co23
B6Co3Y4,613422.0,-6.13819376923,B6Co3Y4
B6Cr1Sc2,99646.0,-7.027993305560001,B6Cr1Sc2
B6Fe23,54786.0,-6.20786389655,B6Fe23
B6Fe3Y4,614271.0,-6.4126714615400005,B6Fe3Y4
B6Ga3Ni20,421820.0,-4.5520952069,B6Ga3Ni20
B6In2Ni21,380216.0,-4.48521293103,B6In2Ni21
B6K1,98988.0,-5.919025,B6K1
B6Ni12Sr1,100286.0,-4.853540842109999,B6Ni12Sr1
B6Ni12Y1,615077.0,-5.10184723684,B6Ni12Y1
B6Ni21Sb2,44469.0,-4.58836134483,B6Ni21Sb2
B6Ni21Sc2,409959.0,-4.74713555172,B6Ni21Sc2
B6Ni21Sn2,109112.0,-4.59052396552,B6Ni21Sn2
B6Ni21Zr2,409960.0,-4.84831055172,B6Ni21Zr2
B6Ni23,98358.0,-4.47565206897,B6Ni23
B6Ni3Y2,615078.0,-6.158531,B6Ni3Y2
B6Rh1Sc2,152716.0,-6.75583425,B6Rh1Sc2
B6Rh8Sr3,66771.0,-5.29110352941,B6Rh8Sr3
B6Ru1Y2,615404.0,-6.935615305560001,B6Ru1Y2
B6Si1,20240.0,-6.04908128571,B6Si1
B6Sr1,615489.0,-6.42424542857,B6Sr1
B6Y1,615728.0,-6.907487285710001,B6Y1
B7Co4Nb3,62282.0,-6.70208717857,B7Co4Nb3
B7Fe1Y3,614288.0,-6.723559818180001,B7Fe1Y3
B7Mg1,261234.0,-6.18245446875,B7Mg1
B7Mn1Y3,614789.0,-6.810968954550001,B7Mn1Y3
B7Mo3Y1,39873.0,-7.25725088636,B7Mo3Y1
B7W1Y3,39663.0,-7.126079590910001,B7W1Y3
B8Co2Ru18Ti9,421248.0,-6.469087824319999,B8Co2Ru18Ti9
B8Fe1Rh18Zn10,50496.0,-4.50518571622,B8Fe1Rh18Zn10
B8Ni1Rh18Zn10,50497.0,-4.42208855405,B8Ni1Rh18Zn10
B8Ru11,43663.0,-6.31643213158,B8Ru11
B8Ru7Sr2,33848.0,-6.150230294119999,B8Ru7Sr2
B9Li1,164625.0,-6.17739475,B9Li1
B9Mg1N1,280938.0,-6.76300459091,B9Mg1N1
B9Na4Se9,414010.0,-4.89815632955,B9Na4Se9
Ba11Bi10,51797.0,-3.83972766667,Ba11Bi10
Ba11Bi14Cd8,240338.0,-3.23671584848,Ba11Bi14Cd8
Ba11Cd6Sb12,418886.0,-3.4629931379300003,Ba11Cd6Sb12
Ba11In6O3,416096.0,-3.644466125,Ba11In6O3
Ba11Sb10,413518.0,-3.98027464286,Ba11Sb10
Ba12Cl5F19,78943.0,-5.490284490555557,Ba12Cl5F19
Ba14Ca1N6Na14,404430.0,-3.04831822857,Ba14Ca1N6Na14
Ba14Ca1N6Na17,81846.0,-2.90643213158,Ba14Ca1N6Na17
Ba14Ca1N6Na21,81847.0,-2.75829745238,Ba14Ca1N6Na21
Ba14Li1N6Na14,418457.0,-3.02482237143,Ba14Li1N6Na14
Ba14Li5N6Na11,418455.0,-3.0117865000000004,Ba14Li5N6Na11
Ba16N19Nb5,411896.0,-6.458229599999999,Ba16N19Nb5
Ba17O57Pt4Y16Zn8,407064.0,-6.7962776470599975,Ba17O57Pt4Y16Zn8
Ba19In9N9,59859.0,-4.10817590541,Ba19In9N9
Ba1Be13,603887.0,-3.5748794642900004,Ba1Be13
Ba1Be1F4,414412.0,-5.8425080708333335,Ba1Be1F4
Ba1Be2N2,415304.0,-6.1886595999999985,Ba1Be2N2
Ba1Bi1Cu1,106303.0,-3.24137183333,Ba1Bi1Cu1
Ba1Bi1Se3,10505.0,-4.326838275,Ba1Bi1Se3
Ba1Bi2Cd1,58635.0,-3.251504625,Ba1Bi2Cd1
Ba1Bi2Mg2,100049.0,-3.2373774,Ba1Bi2Mg2
Ba1Bi2Pd2,416299.0,-3.834128,Ba1Bi2Pd2
Ba1Bi2S4,35632.0,-4.67508589286,Ba1Bi2S4
Ba1Bi2Zn1,58638.0,-3.306260875,Ba1Bi2Zn1
Ba1Bi3,615782.0,-4.00852675,Ba1Bi3
Ba1Br1Cl1,35458.0,-4.15938741667,Ba1Br1Cl1
Ba1Br1F1,1129.0,-4.913983658333334,Ba1Br1F1
Ba1Br2,79892.0,-3.95478379167,Ba1Br2
Ba1Br8Fe2,411066.0,-3.5934359431800003,Ba1Br8Fe2
Ba1C10,70062.0,-8.368114166669999,Ba1C10
Ba1C8N8Pt2Rb2,409861.0,-7.318844095239999,Ba1C8N8Pt2Rb2
Ba1Ca1F7Ga1,47180.0,-5.448716836,Ba1Ca1F7Ga1
Ba1Ca1Ga4O8,280042.0,-6.2287847857099985,Ba1Ca1Ga4O8
Ba1Ca1O4Si1,67092.0,-7.12243957143,Ba1Ca1O4Si1
Ba1Ca1O7V2,80810.0,-7.382070545449999,Ba1Ca1O7V2
Ba1Ca1Si1,52682.0,-3.528861,Ba1Ca1Si1
Ba1Ca1Sn1,58641.0,-3.31370408333,Ba1Ca1Sn1
Ba1Ca2Mg1O8Si2,422406.0,-7.138145714289999,Ba1Ca2Mg1O8Si2
Ba1Ca2N12P6,415715.0,-7.42746294048,Ba1Ca2N12P6
Ba1Ca2O9Si3,24426.0,-7.46267353333,Ba1Ca2O9Si3
